Time,MPD,LN-MPD
2014-9-22 22:30,1261,7.139660336
2014-9-23 2:30,1072,6.977281342
2014-9-23 6:30,1053,6.959398512
2014-9-23 10:30,1254,7.134093721
2014-9-23 14:30,1391,7.237778192
2014-9-23 18:30,1229,7.11395611
2014-9-23 22:30,672,6.510258341
2014-9-24 2:30,757,6.629363253
2014-9-24 6:30,927,6.831953566
2014-9-24 10:30,656,6.486160789
2014-9-24 14:30,646,6.470799504
2014-9-24 18:30,538,6.28785856
2014-9-24 22:30,686,6.530877628
2014-9-25 2:30,610,6.413458957
2014-9-25 6:30,892,6.793466133
2014-9-25 10:30,1122,7.022868086
2014-9-25 14:30,1055,6.961296046
2014-9-25 18:30,937,6.842683282
2014-9-25 22:30,920,6.82437367
2014-9-26 2:30,638,6.458338283
2014-9-26 6:30,661,6.49375384
2014-9-26 10:30,772,6.64898455
2014-9-26 14:30,813,6.70073111
2014-9-26 18:30,799,6.683360946
2014-9-26 22:30,761,6.634633358
2014-9-27 2:30,702,6.553933404
2014-9-27 6:30,837,6.72982407
2014-9-27 10:30,881,6.781057626
2014-9-27 14:30,837,6.72982407
2014-9-27 18:30,825,6.715383386
2014-9-27 22:30,884,6.784457063
2014-9-28 2:30,665,6.499787041
2014-9-28 6:30,654,6.483107351
2014-9-28 10:30,805,6.690842277
2014-9-28 14:30,803,6.688354714
2014-9-28 18:30,893,6.794586581
2014-9-28 22:30,890,6.791221463
2014-9-29 2:30,844,6.738152495
2014-9-29 6:30,1031,6.938284484
2014-9-29 10:30,1150,7.047517221
2014-9-29 14:30,1097,7.00033446
2014-9-29 18:30,1303,7.172424577
2014-9-29 22:30,986,6.893656355
2014-9-30 2:30,722,6.582025139
2014-9-30 6:30,637,6.456769656
2014-9-30 10:30,652,6.480044562
2014-9-30 14:30,806,6.692083743
2014-9-30 18:30,1013,6.920671504
2014-9-30 22:30,807,6.693323668
2014-10-1 2:30,691,6.538139824
2014-10-1 6:30,773,6.650279049
2014-10-1 10:30,960,6.866933284
2014-10-1 14:30,803,6.688354714
2014-10-1 18:30,758,6.630683386
2014-10-1 22:30,803,6.688354714
2014-10-2 2:30,644,6.467698726
2014-10-2 6:30,633,6.450470422
2014-10-2 10:30,637,6.456769656
2014-10-2 14:30,657,6.487684018
2014-10-2 18:30,898,6.800170068
2014-10-2 22:30,908,6.811244379
2014-10-3 2:30,728,6.590301048
2014-10-3 6:30,1008,6.915723449
2014-10-3 10:30,936,6.841615476
2014-10-3 14:30,986,6.893656355
2014-10-3 18:30,946,6.852242569
2014-10-3 22:30,934,6.839476438
2014-10-4 2:30,779,6.658011046
2014-10-4 6:30,770,6.646390515
2014-10-4 10:30,817,6.705639095
2014-10-4 14:30,933,6.838405201
2014-10-4 18:30,1145,7.043159916
2014-10-4 22:30,943,6.849066283
2014-10-5 2:30,765,6.639875834
2014-10-5 6:30,702,6.553933404
2014-10-5 10:30,663,6.49677499
2014-10-5 14:30,470,6.152732695
2014-10-5 18:30,527,6.267200549
2014-10-5 22:30,522,6.257667588
2014-10-6 2:30,373,5.92157842
2014-10-6 6:30,416,6.03068526
2014-10-6 10:30,436,6.077642243
2014-10-6 14:30,424,6.049733455
2014-10-6 18:30,392,5.97126184
2014-10-6 22:30,403,5.998936562
2014-10-7 2:30,433,6.070737728
2014-10-7 6:30,375,5.926926026
2014-10-7 10:30,418,6.035481433
2014-10-7 14:30,648,6.473890696
2014-10-7 18:30,462,6.135564891
2014-10-7 22:30,530,6.272877007
2014-10-8 2:30,448,6.104793232
2014-10-8 6:30,384,5.950642553
2014-10-8 10:30,562,6.33150185
2014-10-8 14:30,539,6.289715571
2014-10-8 18:30,661,6.49375384
2014-10-8 22:30,830,6.721425701
2014-10-9 2:30,994,6.901737207
2014-10-9 6:30,1171,7.065613364
2014-10-9 10:30,1280,7.154615357
2014-10-9 14:30,1171,7.065613364
2014-10-9 18:30,1175,7.069023427
2014-10-9 22:30,997,6.90475077
2014-10-10 2:30,772,6.64898455
2014-10-10 6:30,610,6.413458957
2014-10-10 10:30,917,6.821107472
2014-10-10 14:30,960,6.866933284
2014-10-10 18:30,919,6.823286122
2014-10-10 22:30,936,6.841615476
2014-10-11 2:30,860,6.756932389
2014-10-11 6:30,888,6.788971743
2014-10-11 10:30,979,6.886531643
2014-10-11 14:30,996,6.903747258
2014-10-11 18:30,1031,6.938284484
2014-10-11 22:30,794,6.677083461
2014-10-12 2:30,756,6.628041376
2014-10-12 6:30,585,6.371611847
2014-10-12 10:30,647,6.472346295
2014-10-12 14:30,659,6.490723535
2014-10-12 18:30,540,6.29156914
2014-10-12 22:30,709,6.563855527
2014-10-13 2:30,698,6.548219103
2014-10-13 6:30,718,6.576469569
2014-10-13 10:30,729,6.591673732
2014-10-13 14:30,756,6.628041376
2014-10-13 18:30,834,6.726233402
2014-10-13 22:30,704,6.556778356
2014-10-14 2:30,499,6.212606096
2014-10-14 6:30,478,6.169610732
2014-10-14 10:30,471,6.154858094
2014-10-14 14:30,516,6.246106765
2014-10-14 18:30,554,6.317164687
2014-10-14 22:30,798,6.682108597
2014-10-15 2:30,1168,7.063048163
2014-10-15 6:30,889,6.790097236
